level_0,index,content,score,clean_content,minimal_content,en_content,lang,lang_prob
30555,53271,,5,Wonderful and very interesting learning for English and enjoyable in an easy and motivated style,wonderful and very interesting learning for english and enjoyable in an easy and motivated style,Wonderful and very interesting learning for English and enjoyable in an easy and motivated style,en,0.9515848755836487
30556,53272,,5,"Very sweet, even with free experimental copies, for me, very sufficient to study a day or a lesson even a day.","very sweet, even with free experimental copies, for me, very sufficient to study a day or a lesson even a day.","Very sweet, even with free experimental copies, for me, very sufficient to study a day or a lesson even a day.",en,0.979594349861145
30557,53273,,5,"Wonderful and useful application, thanks to everyone who made it","wonderful and useful application, thanks to everyone who make it","Wonderful and useful application, thanks to everyone who made it",en,0.9395000338554382
30558,53274,,1,Very bad ... the method of education is stupid and I do not recommend it,very bad. the method of education be stupid and i do not recommend it,Very bad ... the method of education is stupid and I do not recommend it,en,0.9603196978569031
30559,53275,,5,It is very beautiful that you can save from it,it be very beautiful that you can save from it,It is very beautiful that you can save from it,en,0.9804286956787109
30560,53276,,1,Very bad always stops,very bad always stop,Very bad always stops,en,0.9825093150138855
30561,53277,,3,Very cool 🤩 You can speak English with several situations as if you actually live this situation and this of course develops your English skill in a wonderful way 👌🏻. But: Not free 😐 only the first free experience and the rest you have to pay 💵,very cool 🤩 you can speak english with several situation as if you actually live this situation and this of course develop your english skill in a wonderful way 👌 . but not free 😐 only the first free experience and the rest you have to pay 💵,Very cool 🤩 You can speak English with several situations as if you actually live this situation and this of course develops your English skill in a wonderful way 👌🏻. But: Not free 😐 only the first free experience and the rest you have to pay 💵,en,0.9633176326751709
30562,53278,,3,There is nothing wrong with it .. But even if the word is uttered wrongly* I have intentionally because a person mentioned this in the comments* Calculate it correctly 🤦 This is a fatal mistake in the application I hope that the developers will work on it .. The thing that I will have to delete the application for which is that the accent is American and I speak British and the best .. Generally thank you for your efforts,there be nothing wrong with it. but even if the word be uttered wrongly i have intentionally because a person mention this in the comment calculate it correctly 🤦 this be a fatal mistake in the application i hope that the developer will work on it. the thing that i will have to delete the application for which be that the accent be american and i speak british and the best. generally thank you for your effort,There is nothing wrong with it .. But even if the word is uttered wrongly* I have intentionally because a person mentioned this in the comments* Calculate it correctly 🤦 This is a fatal mistake in the application I hope that the developers will work on it .. The thing that I will have to delete the application for which is that the accent is American and I speak British and the best .. Generally thank you for your efforts,en,0.9615885019302368
30563,53279,,4,"Wonderful application, I hope it is free, I need such an application, you can rely on ads instead of paying money, I hope you look carefully about this issue and study it seriously, there are students who cannot pay. Thanks and good luck.","wonderful application, i hope it be free, i need such an application, you can rely on ad instead of pay money, i hope you look carefully about this issue and study it seriously, there be student who cannot pay. thanks and good luck.","Wonderful application, I hope it is free, I need such an application, you can rely on ads instead of paying money, I hope you look carefully about this issue and study it seriously, there are students who cannot pay. Thanks and good luck.",en,0.9600640535354614
30564,53280,,1,"I could not enter because he requests an amount ,, or reserve an amount for 7 days, but because of the fraud and fraud to reach the visa card ,, for this you must give us 7 free days without documenting the visa ,, I know very well that the opponent is not done, except after 7 days, but in this case I cannot trust you and I apologize for that ,, please look at the topic.","i could not enter because he request an amount, or reserve an amount for 7 days, but because of the fraud and fraud to reach the visa card, for this you must give u 7 free day without document the visa, i know very well that the opponent be not done, except after 7 days, but in this case i cannot trust you and i apologize for that, please look at the topic.","I could not enter because he requests an amount ,, or reserve an amount for 7 days, but because of the fraud and fraud to reach the visa card ,, for this you must give us 7 free days without documenting the visa ,, I know very well that the opponent is not done, except after 7 days, but in this case I cannot trust you and I apologize for that ,, please look at the topic.",en,0.9570215940475464
30565,53281,,5,"Wonderful, but it was better if the explanation in Arabic provides some words I could not understand and also the application is incomprehensible. I do not know the arrangement of lessons and how never. Despite this, it contains amazing features, I recommend it to download 🤗 🌺 ☺️ ✨","wonderful, but it be well if the explanation in arabic provide some word i could not understand and also the application be incomprehensible. i do not know the arrangement of lesson and how never. despite this, it contain amazing features, i recommend it to download 🤗 🌺 ☺ ✨","Wonderful, but it was better if the explanation in Arabic provides some words I could not understand and also the application is incomprehensible. I do not know the arrangement of lessons and how never. Despite this, it contains amazing features, I recommend it to download 🤗🌺☺️✨",en,0.9070743322372437
30566,53282,,5,"Frankly, the application is very excellent, in which there are many things that we were unaware of, which is the problem of pronunciation. By God, it is with the large number of practicing daily, it will be a quick pronunciation like foreigners.","frankly, the application be very excellent, in which there be many thing that we be unaware of, which be the problem of pronunciation. by god, it be with the large number of practice daily, it will be a quick pronunciation like foreigners.","Frankly, the application is very excellent, in which there are many things that we were unaware of, which is the problem of pronunciation. By God, it is with the large number of practicing daily, it will be a quick pronunciation like foreigners.",en,0.9538924694061279
30567,53283,,1,"One star is sufficient, because the application did not put Arabic within the 9 languages ​​in the interface of its use, as if it were an uncompromising language, or does not want the Arabic bombers to learn during it ... Thank you Elsa.","one star be sufficient, because the application do not put arabic within the 9 language in the interface of it be use, as if it be an uncompromising language, or do not want the arabic bomber to learn during it. thank you elsa.","One star is sufficient, because the application did not put Arabic within the 9 languages ​​in the interface of its use, as if it were an uncompromising language, or does not want the Arabic bombers to learn during it ... Thank you Elsa.",en,0.9194647073745728
30568,53284,,5,Very beautiful I loved it very much,very beautiful i love it very much,Very beautiful I loved it very much,en,0.9918375611305237
30569,53285,,1,"The experience of the monster Ooi 👎 I always want to premium 👎 and if I am weak in the language, I wouldn't have a need for a translation of words, pictures or requests that he says 👎 👎 And God does not start even a star, but I must share my comment 👎 👎","the experience of the monster ooi 👎 i always want to premium 👎 and if i be weak in the language, i wouldnt have a need for a translation of words, picture or request that he say 👎 👎 and god do not start even a star, but i must share my comment 👎 👎","The experience of the monster Ooooooi 👎 I always want to premium 👎 and if I am weak in the language, I wouldn't have a need for a translation of words, pictures or requests that he says 👎👎 And God does not start even a star, but I must share my comment 👎👎",en,0.9389321208000183
30570,53286,,5,"God willing, a wonderful and excellent application, although I used it without subscription and I did not try all its advantages, but it is really excellent and it will return you to learn and develop English, whatever your level. I advise those who want this to subscribe and benefit from this wonderful application","god willing, a wonderful and excellent application, although i use it without subscription and i do not try all it be advantages, but it be really excellent and it will return you to learn and develop english, whatever your level. i advise those who want this to subscribe and benefit from this wonderful application","God willing, a wonderful and excellent application, although I used it without subscription and I did not try all its advantages, but it is really excellent and it will return you to learn and develop English, whatever your level. I advise those who want this to subscribe and benefit from this wonderful application",en,0.9233071804046631
30571,53287,,5,"The best application after Deligo This application is very professional, helps you to improve your accent and pronounce you greatly, of course, for those who love to learn the American dialect. But it gives you limited tasks for Al -Magani because it is a precedent application and it deserves frankly because it is among its advantages that you can learn through the conversation directly to the teachers.","the best application after deligo this application be very professional, help you to improve your accent and pronounce you greatly, of course, for those who love to learn the american dialect. but it give you limited task for al -magani because it be a precedent application and it deserve frankly because it be among it be advantage that you can learn through the conversation directly to the teachers.","The best application after Deligo This application is very professional, helps you to improve your accent and pronounce you greatly, of course, for those who love to learn the American dialect. But it gives you limited tasks for Al -Magani because it is a precedent application and it deserves frankly because it is among its advantages that you can learn through the conversation directly to the teachers.",en,0.9272199273109436
30572,53288,,1,The program looks beautiful. But I gave him his star because he did not open with me because he was asking me to pay. Prior subscription. So I said it seems beautiful. As for the commentators who said it was free. I say God suffices and fear God in us.,the program look beautiful. but i give him his star because he do not open with me because he be ask me to pay. prior subscription. so i say it seem beautiful. as for the commentator who say it be free. i say god suffices and fear god in us.,The program looks beautiful. But I gave him his star because he did not open with me because he was asking me to pay. Prior subscription. So I said it seems beautiful. As for the commentators who said it was free. I say God suffices and fear God in us.,en,0.9813443422317505
30573,53289,,2,"By God, there is nothing wrong, I mean, he knows you, but how do you get an English and the problem without understanding, I mean, you want a new word on me, so I know that it is translated, and it is not free.","by god, there be nothing wrong, i mean, he know you, but how do you get an english and the problem without understanding, i mean, you want a new word on me, so i know that it be translated, and it be not free.","By God, there is nothing wrong, I mean, he knows you, but how do you get an English and the problem without understanding, I mean, you want a new word on me, so I know that it is translated, and it is not free.",en,0.9571180939674377
30574,53290,,4,"The application is great, but if it is possible to add the sentence translation according to the user's language so that we learn to speak and also new terms and thank you the application is wonderful. I advise each learner.","the application be great, but if it be possible to add the sentence translation accord to the user language so that we learn to speak and also new term and thank you the application be wonderful. i advise each learner.","The application is great, but if it is possible to add the sentence translation according to the user's language so that we learn to speak and also new terms and thank you the application is wonderful. I advise each learner.",en,0.9455930590629578
30575,53291,,1,"Unfortunately, the mistakes are allowed to make mistakes. I tried to pronounce the word other than what it is and gives me a sign that it is correct. I was disappointed personally.","unfortunately, the mistake be allow to make mistakes. i try to pronounce the word other than what it be and give me a sign that it be correct. i be disappointed personally.","Unfortunately, the mistakes are allowed to make mistakes. I tried to pronounce the word other than what it is and gives me a sign that it is correct. I was disappointed personally.",en,0.9429609179496765
30576,53292,,5,"Frankly, a good application. It has many good things. And the free. But if you do not understand the meaning, you can download Yu Dakshnari. Then you translate the sentence that you did not understand its meaning. Knowing that it is worth trying to understand the meaning without translation because that will help you think about English.","frankly, a good application. it have many good things. and the free. but if you do not understand the meaning, you can download yu dakshnari. then you translate the sentence that you do not understand it be meaning. know that it be worth try to understand the meaning without translation because that will help you think about english.","Frankly, a good application. It has many good things. And the free. But if you do not understand the meaning, you can download Yu Dakshnari. Then you translate the sentence that you did not understand its meaning. Knowing that it is worth trying to understand the meaning without translation because that will help you think about English.",en,0.965762197971344
30577,53293,,4,Very good for learning English and teaching the correct pronunciation of a person and helps very help,very good for learn english and teach the correct pronunciation of a person and help very help,Very good for learning English and teaching the correct pronunciation of a person and helps very help,en,0.9675613045692444
30578,53294,,1,"The application is not free, as it does not work.","the application be not free, as it do not work.","The application is not free, as it does not work.",en,0.9768307209014893
30579,53295,,5,With the development of AI's artificial intelligence technologies and the identification of Speech Recography - where the idea of ​​the application is based on recording your voice in certain sentences and comparing them to how the original speaker will pronounce them and find letters that you have said wrong and those that you pronounced well and show Score how close you are in your accent from the original speaker. Very cool Elsa Special,with the development of ai artificial intelligence technology and the identification of speech recography - where the idea of the application be base on record your voice in certain sentence and compare them to how the original speaker will pronounce them and find letter that you have say wrong and those that you pronounce well and show score how close you be in your accent from the original speaker. very cool elsa special,With the development of AI's artificial intelligence technologies and the identification of Speech Recography - where the idea of ​​the application is based on recording your voice in certain sentences and comparing them to how the original speaker will pronounce them and find letters that you have said wrong and those that you pronounced well and show Score how close you are in your accent from the original speaker. Very cool Elsa Special,en,0.9473013281822205
30580,53296,,1,"A deceitful application does not honestly does, if the word is pronounced with any bad pronunciation, it will tell you that your voice is similar to the pronunciation of the original speakers in English, and therefore it is not useful at all","a deceitful application do not honestly does, if the word be pronounce with any bad pronunciation, it will tell you that your voice be similar to the pronunciation of the original speaker in english, and therefore it be not useful at all","A deceitful application does not honestly does, if the word is pronounced with any bad pronunciation, it will tell you that your voice is similar to the pronunciation of the original speakers in English, and therefore it is not useful at all",en,0.8953959941864014
30581,53297,,4,"A very beautiful application to learn the English language, but in the subscriptions section, the year is written for me 1700 Egyptian pounds and 3 months at 320. Why is this big difference or is it a mistake in the program. I hope this problem is solved","a very beautiful application to learn the english language, but in the subscription section, the year be write for me 1700 egyptian pound and 3 month at 320. why be this big difference or be it a mistake in the program. i hope this problem be solve","A very beautiful application to learn the English language, but in the subscriptions section, the year is written for me 1700 Egyptian pounds and 3 months at 320. Why is this big difference or is it a mistake in the program. I hope this problem is solved",en,0.8598026037216187
30582,53298,,3,"The application is very good, but they said free for a week, then 53 riyals, a subscription, pay four times a year, the first thing I entered the bank card number number, withdraw 8 riyals, I don’t know why","the application be very good, but they say free for a week, then 53 riyals, a subscription, pay four time a year, the first thing i enter the bank card number number, withdraw 8 riyals, i do not t know why","The application is very good, but they said free for a week, then 53 riyals, a subscription, pay four times a year, the first thing I entered the bank card number number, withdraw 8 riyals, I don’t know why",en,0.9154137969017029
30583,53299,,4,"Frankness is one of the best programs to strengthen the accent and fluency in the conversation, but the problem is that the program requires paying a certain amount to study for a longer period","frankness be one of the best program to strengthen the accent and fluency in the conversation, but the problem be that the program require pay a certain amount to study for a long period","Frankness is one of the best programs to strengthen the accent and fluency in the conversation, but the problem is that the program requires paying a certain amount to study for a longer period",en,0.9043600559234619
30584,53300,,5,"Excellent training, but if there is training to pronounce the letter, is it pronounced after another letter that prevents it, as well as the pronunciation","excellent training, but if there be train to pronounce the letter, be it pronounce after another letter that prevent it, as well as the pronunciation","Excellent training, but if there is training to pronounce the letter, is it pronounced after another letter that prevents it, as well as the pronunciation",en,0.9641834497451782
30585,53301,,5,"A good application, but I hope that it will give more free version because not all people are able to subscribe to the superior version","a good application, but i hope that it will give more free version because not all people be able to subscribe to the superior version","A good application, but I hope that it will give more free version because not all people are able to subscribe to the superior version",en,0.9277098774909973
30586,53302,,5,"Very very wonderful, I advise you to download it and benefit from it. It is beautiful.","very very wonderful, i advise you to download it and benefit from it. it be beautiful.","Very very wonderful, I advise you to download it and benefit from it. It is beautiful.",en,0.9874114990234375
30587,53303,,1,"Bad, the settings are very limited and cannot be set.","bad, the setting be very limited and cannot be set.","Bad, the settings are very limited and cannot be set.",en,0.9343207478523254
30588,53304,,5,"A wonderful application that I have previously downloaded and for the lack of the phone memory, I wiped it, and here I am back, it is a very beautiful application that encourages you step by step to be able to the English language and pronounce it as it should.","a wonderful application that i have previously download and for the lack of the phone memory, i wipe it, and here i be back, it be a very beautiful application that encourage you step by step to be able to the english language and pronounce it as it should.","A wonderful application that I have previously downloaded and for the lack of the phone memory, I wiped it, and here I am back, it is a very beautiful application that encourages you step by step to be able to the English language and pronounce it as it should.",en,0.9641772508621216
30589,53305,,4,The application is very sweet ❤ ❤ but a 4 -star and only a lot because it is difficult to grill 💞 😍 😘 💞,the application be very sweet ❤ ❤ but a 4 -star and only a lot because it be difficult to grill 💞 😍 😘 💞,The application is very sweet ❤❤ but a 4 -star and only a lot because it is difficult to grill 💞😍😘 💞,en,0.935090959072113
30590,53306,,5,"A very wonderful application, and useful for learning the English language 😍 I hope it prefers free and not a specific period, so that we can benefit for the longest duration ♥ ️ ♥ ️.","a very wonderful application, and useful for learn the english language 😍 i hope it prefer free and not a specific period, so that we can benefit for the long duration ♥ ♥ .","A very wonderful application, and useful for learning the English language 😍 I hope it prefers free and not a specific period, so that we can benefit for the longest duration ♥ ️ ♥ ️.",en,0.8713604211807251
30591,53307,,1,"A very bad experience, the program, unfortunately, about 95% of the lessons, requires a subscription to the application by paying a fee in order to be able to open it, the installation has been canceled","a very bad experience, the program, unfortunately, about 95% of the lessons, require a subscription to the application by pay a fee in order to be able to open it, the installation have be cancel","A very bad experience, the program, unfortunately, about 95% of the lessons, requires a subscription to the application by paying a fee in order to be able to open it, the installation has been canceled",en,0.9550706744194031
30592,53308,,5,"Crazy, but I don't know what to use","crazy, but i do not know what to use","Crazy, but I don't know what to use",en,0.9185016751289368
30593,53309,,5,"It deserves more than five stars, God willing","it deserve more than five stars, god willing","It deserves more than five stars, God willing",en,0.9019988775253296
30594,53310,,1,The free category is very few,the free category be very few,The free category is very few,en,0.9788951873779297
30595,53311,,5,The free is only limited this problem,the free be only limited this problem,The free is only limited this problem,en,0.8143954277038574
30596,53312,,5,"The application of magnificence, by God, and better than the most wonderful","the application of magnificence, by god, and good than the most wonderful","The application of magnificence, by God, and better than the most wonderful",en,0.9512308835983276
30597,53313,,1,The application does not work,the application do not work,The application does not work,en,0.8656496405601501
30598,53314,,4,Very very fun fun,very very fun fun,Very very fun fun,en,0.9947115182876587
30599,53315,,5,"Very much, I liked the easiest way to correct linguistic errors and change the level from the lowest to the top. Thank you, thank you very much","very much, i like the easy way to correct linguistic error and change the level from the low to the top. thank you, thank you very much","Very much, I liked the easiest way to correct linguistic errors and change the level from the lowest to the top. Thank you, thank you very much",en,0.9372891783714294
30600,53316,,5,Very cool helping to pronounce the English boredom in an easy way with lessons in pronouncing each letter and with tests it is a very cool application,very cool help to pronounce the english boredom in an easy way with lesson in pronounce each letter and with test it be a very cool application,Very cool helping to pronounce the English boredom in an easy way with lessons in pronouncing each letter and with tests it is a very cool application,en,0.9466778635978699
30601,53317,,1,It does not work no matter how much I try and tells me that there is an error that happened!,it do not work no matter how much i try and tell me that there be an error that happened!,It does not work no matter how much I try and tells me that there is an error that happened!,en,0.9533815979957581
30602,53318,,1,The free part does not work and always goes to the promotion page to upgrade the account to a paid account,the free part do not work and always go to the promotion page to upgrade the account to a pay account,The free part does not work and always goes to the promotion page to upgrade the account to a paid account,en,0.9476759433746338
30603,53319,,1,"Very bad. And inconsistent. Slow. And by saying a sentence that is not required and accepts it. And by saying the same word or sentence, and he hears it. In general, it is very bad","very bad. and inconsistent. slow. and by say a sentence that be not require and accepts it. and by say the same word or sentence, and he hear it. in general, it be very bad","Very bad. And inconsistent. Slow. And by saying a sentence that is not required and accepts it. And by saying the same word or sentence, and he hears it. In general, it is very bad",en,0.9847342371940613
30604,53320,,5,"A sweet game, but you have to learn English and Alasa records your voice, never translating Arabic.","a sweet game, but you have to learn english and alasa record your voice, never translate arabic.","A sweet game, but you have to learn English and Alasa records your voice, never translating Arabic.",en,0.9141606688499451
30605,53321,,2,It does not work well,it do not work well,It does not work well,en,0.9468876123428345
30606,53322,,1,It does not accept the entry process. I have tried again and repeatedly in all registration methods without interest,it do not accept the entry process. i have try again and repeatedly in all registration method without interest,It does not accept the entry process. I have tried again and repeatedly in all registration methods without interest,en,0.9433595538139343
30607,53323,,4,Wonderful application I recommend it,wonderful application i recommend it,Wonderful application I recommend it,en,0.785580039024353
30608,53324,,5,One of the distinctive applications to teach English pronunciation and I advise those who want to learn the correct pronunciation of this application,one of the distinctive application to teach english pronunciation and i advise those who want to learn the correct pronunciation of this application,One of the distinctive applications to teach English pronunciation and I advise those who want to learn the correct pronunciation of this application,en,0.9386085271835327
30609,53325,,5,"The application is very very useful, so that, for example, a foreign country will come.","the application be very very useful, so that, for example, a foreign country will come.","The application is very very useful, so that, for example, a foreign country will come.",en,0.9419476985931396
30610,53326,,5,An excellent application to improve speech and dialect for English ... I recommend downloading it 🌚 💚 .........,an excellent application to improve speech and dialect for english. i recommend download it 🌚 💚.,An excellent application to improve speech and dialect for English ... I recommend downloading it 🌚 💚 .........,en,0.8672077655792236
30611,53327,,5,"Sweet frankness, I feel that I am very very quickly","sweet frankness, i feel that i be very very quickly","Sweet frankness, I feel that I am very very quickly",en,0.9688612222671509
30612,53328,,5,The best best is the best in terms of pronunciation teaching and practice in speech made me able to differentiate between many similar letters.,the best best be the best in term of pronunciation teaching and practice in speech make me able to differentiate between many similar letters.,The best best is the best in terms of pronunciation teaching and practice in speech made me able to differentiate between many similar letters.,en,0.9669183492660522
30613,53329,,1,"He commented at the first level and did not complete a lot, but even if he gave the sentence what is dealing with it, it is true or wrong, which is lost in the place of no move to the second level","he comment at the first level and do not complete a lot, but even if he give the sentence what be deal with it, it be true or wrong, which be lose in the place of no move to the second level","He commented at the first level and did not complete a lot, but even if he gave the sentence what is dealing with it, it is true or wrong, which is lost in the place of no move to the second level",en,0.9487923383712769
30614,53330,,5,An application that allows you to learn the correct pronunciation of the language .. and memorize new vocabulary and phrases,an application that allow you to learn the correct pronunciation of the language. and memorize new vocabulary and phrase,An application that allows you to learn the correct pronunciation of the language .. and memorize new vocabulary and phrases,en,0.8877726197242737
30615,53331,,3,The application is really wonderful .. But if the Arabic language is added to the interface only to facilitate the understanding of the learner 👍,the application be really wonderful. but if the arabic language be add to the interface only to facilitate the understanding of the learner 👍,The application is really wonderful .. But if the Arabic language is added to the interface only to facilitate the understanding of the learner 👍,en,0.8676480650901794
30616,53332,,5,"Jameel and very useful 🌹 🥰 It is difficult in the beginning for those who do not know the language, but with time and continuity, it is especially easy for everything, God willing","jameel and very useful 🌹 🥰 it be difficult in the beginning for those who do not know the language, but with time and continuity, it be especially easy for everything, god willing","Jameel and very useful 🌹🥰 It is difficult in the beginning for those who do not know the language, but with time and continuity, it is especially easy for everything, God willing",en,0.9345969557762146
30617,53333,,4,"Very excellent to improve sound and pronunciation, but it has a little free and a lot of subscription","very excellent to improve sound and pronunciation, but it have a little free and a lot of subscription","Very excellent to improve sound and pronunciation, but it has a little free and a lot of subscription",en,0.9598109722137451
30618,53334,,5,"Despite Balas until I utter the word right, or I see it from the right way","despite balas until i utter the word right, or i see it from the right way","Despite Balas until I utter the word right, or I see it from the right way",en,0.7944690585136414
30619,53335,,1,A paid application is not free ... there are free similar compassions. Cancel installation immediately and immediately.,a paid application be not free. there be free similar compassions. cancel installation immediately and immediately.,A paid application is not free ... there are free similar compassions. Cancel installation immediately and immediately.,en,0.9544179439544678
30620,53336,,5,"Beautiful, educational and wonderful 🤩 It tests the correct pronunciation of your English words, so we become better in English","beautiful, educational and wonderful 🤩 it test the correct pronunciation of your english words, so we become well in english","Beautiful, educational and wonderful 🤩 It tests the correct pronunciation of your English words, so we become better in English",en,0.9340202808380127
30621,53337,,1,"The application is good, but it is costly and open two free levels, only illogical, as well as the application does not support the Arabic language","the application be good, but it be costly and open two free levels, only illogical, as well as the application do not support the arabic language","The application is good, but it is costly and open two free levels, only illogical, as well as the application does not support the Arabic language",en,0.9659536480903625
30622,53338,,5,"Nice application, but we have not learned the English language yet. We just want to learn it, and the application is in English, please add an Arabic language","nice application, but we have not learn the english language yet. we just want to learn it, and the application be in english, please add an arabic language","Nice application, but we have not learned the English language yet. We just want to learn it, and the application is in English, please add an Arabic language",en,0.9327937364578247
30623,53339,,5,"An excellent application to learn to pronounce the English, but the quality of the phone headphones is separated in reviewing the application for your pronunciation, it is advisable to be in headphones.","an excellent application to learn to pronounce the english, but the quality of the phone headphone be separate in review the application for your pronunciation, it be advisable to be in headphones.","An excellent application to learn to pronounce the English, but the quality of the phone headphones is separated in reviewing the application for your pronunciation, it is advisable to be in headphones.",en,0.9115836024284363
30624,53340,,5,An interesting program that reaches information in an easy and beautiful way for beginners with easy learning at the specified times that the trainee requests,an interesting program that reach information in an easy and beautiful way for beginner with easy learn at the specified time that the trainee request,An interesting program that reaches information in an easy and beautiful way for beginners with easy learning at the specified times that the trainee requests,en,0.8679110407829285
30625,53341,,1,"The application is not suitable for beginners because the operating system in English, which makes it difficult for the beginner.","the application be not suitable for beginner because the operating system in english, which make it difficult for the beginner.","The application is not suitable for beginners because the operating system in English, which makes it difficult for the beginner.",en,0.9335153698921204
30626,53342,,4,"I think it is beautiful, but they put the meaning of the word or the sentence in the language of the user in front of it in the event that it does not know its meaning","i think it be beautiful, but they put the meaning of the word or the sentence in the language of the user in front of it in the event that it do not know it be mean","I think it is beautiful, but they put the meaning of the word or the sentence in the language of the user in front of it in the event that it does not know its meaning",en,0.9750177264213562
