index,content,score,clean_content,minimal_content,lang,lang_prob,en_content,star_sentiment,vader_sentiment,vader_score,roberta_sentiment,roberta_confidence,roberta_conf_neg,roberta_conf_neu,roberta_conf_pos
33841,,1,"Very disappointed! Application only for login up to 3 devices. I have completely logged out of old devices, but when logging into the new device, I still reported that ""it has exceeded the number of permitted devices"". This is extremely inconvenient, especially for users or changes in phones or computers. I paid the Premium package fee but was so unreasonable. Hope Elsa reviews this policy, otherwise it will make customers feel deceived.","very disappointed! application only for login up to 3 devices. i have completely log out of old devices, but when log into the new device, i still report that ""it have exceed the number of permitted devices"". this be extremely inconvenient, especially for user or change in phone or computers. i pay the premium package fee but be so unreasonable. hope elsa review this policy, otherwise it will make customer feel deceived.",en,0.9217054843902588,"Very disappointed! Application only for login up to 3 devices. I have completely logged out of old devices, but when logging into the new device, I still reported that ""it has exceeded the number of permitted devices"". This is extremely inconvenient, especially for users or changes in phones or computers. I paid the Premium package fee but was so unreasonable. Hope Elsa reviews this policy, otherwise it will make customers feel deceived.",negative,negative,-0.6966,negative,0.8578143,0.8578143,0.1322427,0.009942982
33842,,1,"Not good, not as advertised as always, sometimes the mk network is stretched, but in the app is still in a lum, mk learning IELTS can see this app kke including learning to pronounce cx kke very much, mic recognition is extremely poor voice in general, the money is boring, the money has sound, the cx can evaluate it","not good, not as advertise as always, sometimes the mk network be stretched, but in the app be still in a lum, mk learn ielts can see this app kke include learn to pronounce cx kke very much, mic recognition be extremely poor voice in general, the money be boring, the money have sound, the cx can evaluate it",en,0.953118622303009,"Not good, not as advertised as always, sometimes the mk network is stretched, but in the app is still in a lum, mk learning IELTS can see this app kke including learning to pronounce cx kke very much, mic recognition is extremely poor voice in general, the money is boring, the money has sound, the cx can evaluate it",negative,negative,-0.8497,negative,0.83351845,0.83351845,0.15261282,0.013868662
33843,,1,The app is like a virtual publisher,the app be like a virtual publisher,en,0.750565767288208,The app is like a virtual publisher,negative,positive,0.3612,neutral,0.66509193,0.20173912,0.66509193,0.13316889
33844,,1,I think it not good with me!,i think it not good with me!,en,0.9959174394607544,I think it not good with me!,negative,negative,-0.4015,negative,0.9033065,0.9033065,0.088767506,0.007925944
33845,,5,I Really Like The Way You Teach Me Almost Everything in English 🥰,i really like the way you teach me almost everything in english 🥰,en,0.9479216933250428,I Really Like The Way You Teach Me Almost Everything in English 🥰,positive,positive,0.4201,positive,0.98226523,0.0031563253,0.014578467,0.98226523
33846,,5,Great I Hope App Free,great i hope app free,en,0.719144344329834,Great I Hope App Free,positive,positive,0.8834,positive,0.9603733,0.00580159,0.03382515,0.9603733
33847,,4,"Good pronunciation. Buttake Improve more native words from some county (like Pho, Flash FROM VIETNAM)","good pronunciation. buttake improve more native word from some county like pho, flash from vietnam",en,0.8926720023155212,"Good pronunciation. Buttake Improve more native words from some county (like Pho, Flash FROM VIETNAM)",neutral,positive,0.8074,positive,0.6680263,0.0132496515,0.31872407,0.6680263
33848,,5,Application of bilingual English learning or easy to understand,application of bilingual english learning or easy to understand,en,0.8884317278862,Application of bilingual English learning or easy to understand,positive,positive,0.4404,neutral,0.6394267,0.019767677,0.6394267,0.34080565
33849,,4,"This upgraded version is quite uncomfortable, firmly designed for the left -handed or very fast -handed man, when the ""Continue"" button is too big and the right hand is easily pressed by reflexes, leading to the new article quickly but not to practice again. Hope the interface design team soon repaired!","this upgraded version be quite uncomfortable, firmly design for the left -handed or very fast -handed man, when the ""continue"" button be too big and the right hand be easily press by reflexes, lead to the new article quickly but not to practice again. hope the interface design team soon repaired!",en,0.9075782299041748,"This upgraded version is quite uncomfortable, firmly designed for the left -handed or very fast -handed man, when the ""Continue"" button is too big and the right hand is easily pressed by reflexes, leading to the new article quickly but not to practice again. Hope the interface design team soon repaired!",neutral,positive,0.718,negative,0.8324238,0.8324238,0.15454273,0.013033406
33850,,3,Looking forward to more free turns 🥲,look forward to more free turn 🥲,en,0.8998671174049377,Looking forward to more free turns 🥲,neutral,positive,0.5563,positive,0.97161925,0.0023123052,0.026068438,0.97161925
33851,,4,Like the older version,like the old version,en,0.88186115026474,Like the older version,neutral,positive,0.3612,neutral,0.8205972,0.07675256,0.8205972,0.10265024
33852,,5,Please study hard,please study hard,en,0.8701403141021729,Please study hard,positive,neutral,0.2263,neutral,0.3294999,0.02476322,0.3294999,0.6457369
33854,,1,"1. Mic recording is very uncomfortable, I have not finished speaking English, then it stops. 2. This new version recognizes the voice quite poorly, the application is quite jerky and sometimes stiff, 3. Read the throat it still tells it too small. Too much error. 4. The old version has a good translation AH, this upgrade version is very limited. Spending money to buy VIP package is very wasteful. Know how to pronounce from English and that sentence and finally learn to be boring. 5. The old version of Trc saw that the 4.8 -made upgrade was finished to 4.5.","1. mic recording be very uncomfortable, i have not finish speak english, then it stops. 2. this new version recognize the voice quite poorly, the application be quite jerky and sometimes stiff, 3. read the throat it still tell it too small. too much error. 4. the old version have a good translation ah, this upgrade version be very limited. spending money to buy vip package be very wasteful. know how to pronounce from english and that sentence and finally learn to be boring. 5. the old version of trc saw that the 4. 8 -made upgrade be finish to 4. 5.",en,0.9557979106903076,"1. Mic recording is very uncomfortable, I have not finished speaking English, then it stops. 2. This new version recognizes the voice quite poorly, the application is quite jerky and sometimes stiff, 3. Read the throat it still tells it too small. Too much error. 4. The old version has a good translation AH, this upgrade version is very limited. Spending money to buy VIP package is very wasteful. Know how to pronounce from English and that sentence and finally learn to be boring. 5. The old version of Trc saw that the 4.8 -made upgrade was finished to 4.5.",negative,negative,-0.4915,negative,0.81244624,0.81244624,0.17054932,0.0170044
33855,,2,"I logged in with Facebook but why is the app constantly calling me to log in and when I pressed it, I was faulty?","i log in with facebook but why be the app constantly call me to log in and when i press it, i be faulty?",en,0.9243265986442566,"I logged in with Facebook but why is the app constantly calling me to log in and when I pressed it, I was faulty?",negative,negative,-0.4497,negative,0.7097888,0.7097888,0.27602193,0.014189284
33856,,4,"Elsa is very helpful to me, helping me to pronounce better but there is more change than the previous day I used it, not as convenient as before","elsa be very helpful to me, help me to pronounce well but there be more change than the previous day i use it, not as convenient as before",en,0.9751583337783812,"Elsa is very helpful to me, helping me to pronounce better but there is more change than the previous day I used it, not as convenient as before",neutral,positive,0.5341,neutral,0.27988783,0.116888836,0.27988783,0.6032233
33857,,2,This time the Pro version has many UI errors. very annoying,this time the pro version have many ui errors. very annoy,en,0.9529218077659608,This time the Pro version has many UI errors. very annoying,negative,negative,-0.6801,negative,0.9230133,0.9230133,0.07093564,0.006051093
33858,,5,"The app is very good, interesting, especially improving pronunciation extremely effectively","the app be very good, interesting, especially improve pronunciation extremely effectively",en,0.8900910019874573,"The app is very good, interesting, especially improving pronunciation extremely effectively",positive,positive,0.911,positive,0.98179203,0.0034771566,0.014730784,0.98179203
33859,,2,Learning two lessons is two stars,learn two lesson be two star,en,0.8885642290115356,Learning two lessons is two stars,negative,neutral,0.0,neutral,0.6772815,0.037379853,0.6772815,0.28533867
33860,,3,There are things to have money to learn,there be thing to have money to learn,en,0.9775269627571106,There are things to have money to learn,neutral,neutral,0.0,neutral,0.71478343,0.06158408,0.71478343,0.22363253
33862,,1,App automatically deduct money when the package is over. There is no notice. Parents for children to use must pay attention,app automatically deduct money when the package be over. there be no notice. parent for child to use must pay attention,en,0.8523849248886108,App automatically deduct money when the package is over. There is no notice. Parents for children to use must pay attention,negative,negative,-0.3818,negative,0.54110736,0.54110736,0.42790318,0.030989425
33863,,3,The app loses many useful features compared to the old version. The voice recognition is also more accurate than the old version. Overall should be improved.,the app lose many useful feature compare to the old version. the voice recognition be also more accurate than the old version. overall should be improved.,en,0.9478017687797546,The app loses many useful features compared to the old version. The voice recognition is also more accurate than the old version. Overall should be improved.,neutral,positive,0.5106,neutral,0.4918327,0.36172414,0.4918327,0.14644313
33864,,1,"Why am I deducted 1 million. I Lost 1,900,000 VND. Is there any way to contact the app’s support team?","why be i deduct 1 million. i lose 1, 900, 000 vnd. be there any way to contact the app s support team?",en,0.8037621974945068,"Why am I deducted 1 million. I Lost 1,900,000 VND. Is there any way to contact the app’s support team?",negative,neutral,0.0,negative,0.8465812,0.8465812,0.14650016,0.006918592
33865,,1,"HC DC is exactly 1 post XG, registered via GG or FB XG, select the link method, then it requires the premium ms package for the second lesson.","hc dc be exactly 1 post xg, register via gg or fb xg, select the link method, then it require the premium m package for the second lesson.",en,0.6333499550819397,"HC DC is exactly 1 post XG, registered via GG or FB XG, select the link method, then it requires the premium ms package for the second lesson.",negative,neutral,0.296,neutral,0.9166992,0.013633732,0.9166992,0.069667056
33866,,4,"The Playback volume of my own pronunciation is to low. I would like to listen again to check whether my pronunciation is correct, but it is different for. Could Elsa Please Improve this feature?","the playback volume of my own pronunciation be to low. i would like to listen again to check whether my pronunciation be correct, but it be different for. could elsa please improve this feature?",en,0.9191012382507324,"The Playback volume of my own pronunciation is to low. I would like to listen again to check whether my pronunciation is correct, but it is different for. Could Elsa Please Improve this feature?",neutral,positive,0.7906,negative,0.72678053,0.72678053,0.2574511,0.015768396
33867,,2,"Reading several times, I was still told that I read it small and told me to read loudly and always shouted at the phone","read several times, i be still tell that i read it small and tell me to read loudly and always shout at the phone",en,0.9863312244415284,"Reading several times, I was still told that I read it small and told me to read loudly and always shouted at the phone",negative,neutral,0.0,negative,0.46992466,0.46992466,0.46397957,0.066095755
33868,,2,"The sound is clear but the operation is difficult, quite annoying.","the sound be clear but the operation be difficult, quite annoying.",en,0.936319887638092,"The sound is clear but the operation is difficult, quite annoying.",negative,negative,-0.7535,negative,0.85626453,0.85626453,0.13009821,0.013637263
33869,,1,Buy a lifetime card but currently cannot be used.,buy a lifetime card but currently cannot be used.,en,0.9878164529800416,Buy a lifetime card but currently cannot be used.,negative,neutral,0.0,negative,0.5445192,0.5445192,0.43674225,0.018738568
33870,,1,App as if it were pulse 1 star,app as if it be pulse 1 star,en,0.9193351864814758,App as if it were pulse 1 star,negative,neutral,0.0,neutral,0.73199105,0.13715653,0.73199105,0.13085245
33871,,5,I really like this application thanks to the application I have made a lot of progress,i really like this application thank to the application i have make a lot of progress,en,0.965154767036438,I really like this application thanks to the application I have made a lot of progress,positive,positive,0.796,positive,0.9872858,0.0034611737,0.009253046,0.9872858
33872,,1,The application is too difficult to learn,the application be too difficult to learn,en,0.962617814540863,The application is too difficult to learn,negative,negative,-0.3612,negative,0.81826353,0.81826353,0.17026752,0.011468891
33875,,5,Have fun learning,have fun learn,en,0.9824060797691344,Have fun learning,positive,positive,0.5106,positive,0.8611729,0.0103906505,0.12843637,0.8611729
33877,,5,Please vl,please vl,en,0.7812631726264954,Please vl,positive,positive,0.3182,neutral,0.61168957,0.055828046,0.61168957,0.33248237
33878,,1,Or released and applied. Spending money to buy Premium version is really a fee when studying a little bit and out.,or release and applied. spending money to buy premium version be really a fee when study a little bit and out.,en,0.9686498641967772,Or released and applied. Spending money to buy Premium version is really a fee when studying a little bit and out.,negative,neutral,0.0,neutral,0.6186544,0.3478249,0.6186544,0.033520725
33879,,2,There is a trial that does not open full for users. How to know how the app to buy. The first trial was uncomfortable.,there be a trial that do not open full for users. how to know how the app to buy. the first trial be uncomfortable.,en,0.9605593085289,There is a trial that does not open full for users. How to know how the app to buy. The first trial was uncomfortable.,negative,negative,-0.3818,negative,0.8111648,0.8111648,0.17978822,0.009047048
33880,,1,"App self -register to subtract money while customers do not click on registration. What do you think, customers are also hungry and why do that? Refund for me, I'm poor","app self -register to subtract money while customer do not click on registration. what do you think, customer be also hungry and why do that? refund for me, i be poor",en,0.9102827310562134,"App self -register to subtract money while customers do not click on registration. What do you think, customers are also hungry and why do that? Refund for me, I'm poor",negative,negative,-0.4767,negative,0.7849588,0.7849588,0.2036833,0.011357877
33881,,2,"New updates make the lag, jerk, delay application. Good network speed but the application does not take advantage.","new update make the lag, jerk, delay application. good network speed but the application do not take advantage.",en,0.8078926205635071,"New updates make the lag, jerk, delay application. Good network speed but the application does not take advantage.",negative,negative,-0.4956,negative,0.87567735,0.87567735,0.11030394,0.014018669
33882,,1,"Say j and listen to z, Neighbourhood phonetic is wrong compared to the Cambridge dictionary, Oxford","say j and listen to z, neighbourhood phonetic be wrong compare to the cambridge dictionary, oxford",en,0.8429189920425415,"Say j and listen to z, Neighbourhood phonetic is wrong compared to the Cambridge dictionary, Oxford",negative,negative,-0.4767,neutral,0.5776397,0.39724258,0.5776397,0.025117703
33883,,1,"Lag learning software, using another machine still has the app that is not pressed many times","lag learn software, use another machine still have the app that be not press many time",en,0.9128705859184264,"Lag learning software, using another machine still has the app that is not pressed many times",negative,negative,-0.34,neutral,0.74237823,0.18189095,0.74237823,0.075730816
33884,,3,"The voice recognition is quite poor, the application is quite shocked and sometimes frozen","the voice recognition be quite poor, the application be quite shocked and sometimes freeze",en,0.934561550617218,"The voice recognition is quite poor, the application is quite shocked and sometimes frozen",neutral,negative,-0.699,negative,0.86937183,0.86937183,0.12202397,0.008604193
33885,,4,From the gym read. It reported that it was too noisy to read forever,from the gym read. it report that it be too noisy to read forever,en,0.9557167291641236,From the gym read. It reported that it was too noisy to read forever,neutral,negative,-0.1779,negative,0.54177237,0.54177237,0.42179647,0.036431145
33886,,4,"Basic roadmap, lesson 104 cannot be downloaded","basic roadmap, lesson 104 cannot be download",en,0.8712827563285828,"Basic roadmap, lesson 104 cannot be downloaded",neutral,neutral,0.0,negative,0.58205605,0.58205605,0.39668143,0.021262519
33887,,3,The app has a lot of errors and is constantly frozen,the app have a lot of error and be constantly frozen,en,0.9765807390213012,The app has a lot of errors and is constantly frozen,neutral,negative,-0.4019,negative,0.89559877,0.89559877,0.096355654,0.008045631
33888,,4,OK but not free,ok but not free,en,0.928391695022583,OK but not free,neutral,negative,-0.4503,neutral,0.6410523,0.3293819,0.6410523,0.02956573
33889,,1,When CX does not connect to the network,when cx do not connect to the network,en,0.8145563006401062,When CX does not connect to the network,negative,neutral,0.0,negative,0.6006475,0.6006475,0.38046512,0.018887356
33890,,5,Very good tutor easy,very good tutor easy,en,0.8621780872344971,Very good tutor easy,positive,positive,0.7474,positive,0.9270432,0.019796384,0.053160474,0.9270432
33891,,1,The word is too small,the word be too small,en,0.8319587111473083,The word is too small,negative,neutral,0.0,negative,0.55485094,0.55485094,0.4056695,0.03947952
33892,,5,Please download VCL,please download vcl,en,0.8314449191093445,Please download VCL,positive,positive,0.3182,neutral,0.7538643,0.02401364,0.7538643,0.2221221
33893,,1,very boring,very boring,en,0.9946701526641846,very boring,negative,negative,-0.3804,negative,0.7442743,0.7442743,0.2090312,0.04669452
33894,,1,"In some way, despite canceling payment in Google Play before the due date and still deducted money.","in some way, despite cancel payment in google play before the due date and still deduct money.",en,0.9723833799362184,"In some way, despite canceling payment in Google Play before the due date and still deducted money.",negative,positive,0.4836,negative,0.6284167,0.6284167,0.35274923,0.018834038
33895,,2,"To be honest, the app learning English is quite ok, but I really experience the error (for me)","to be honest, the app learn english be quite ok, but i really experience the error for me",en,0.912161648273468,"To be honest, the app learning English is quite ok, but I really experience the error (for me)",negative,negative,-0.2614,negative,0.47410515,0.47410515,0.44826642,0.0776285
33896,,2,"Elsa Ai has been so slow these days, after finishing a long time, a few minutes to respond","elsa ai have be so slow these days, after finish a long time, a few minute to respond",en,0.9464141726493835,"Elsa Ai has been so slow these days, after finishing a long time, a few minutes to respond",negative,neutral,0.0,negative,0.88831186,0.88831186,0.10300534,0.008682792
33897,,1,App still has too much disappointment to add Vietnamese and teachers like real people,app still have too much disappointment to add vietnamese and teacher like real people,en,0.9808635115623474,App still has too much disappointment to add Vietnamese and teachers like real people,negative,negative,-0.2023,negative,0.8720502,0.8720502,0.11789674,0.010052994
33898,,1,"I couldn't read it forever, so that he could not read it, only his father could read it","i could not read it forever, so that he could not read it, only his father could read it",en,0.9983076453208924,"I couldn't read it forever, so that he could not read it, only his father could read it",negative,neutral,0.0,neutral,0.5933324,0.35609588,0.5933324,0.05057169
33899,,2,I want to delete an account but the application does not allow to delete it?,i want to delete an account but the application do not allow to delete it?,en,0.9920967221260072,I want to delete an account but the application does not allow to delete it?,negative,negative,-0.2141,negative,0.6390963,0.6390963,0.351098,0.009805713
33900,,1,"App like buoi, lag instead of me always","app like buoi, lag instead of me always",en,0.8154974579811096,"App like buoi, lag instead of me always",negative,neutral,0.0258,negative,0.8329196,0.8329196,0.15425809,0.012822359
33901,,3,Wait too long to learn.,wait too long to learn.,en,0.9265558123588562,Wait too long to learn.,neutral,neutral,0.0,negative,0.7978447,0.7978447,0.18606956,0.016085718
33902,,5,"Study is very fun, but a little lag","study be very fun, but a little lag",en,0.9393143653869628,"Study is very fun, but a little lag",positive,neutral,-0.0936,positive,0.8615922,0.018143402,0.12026443,0.8615922
33903,,3,Today I cannot log in after updating the application.,today i cannot log in after update the application.,en,0.9287569522857666,Today I cannot log in after updating the application.,neutral,neutral,0.0,negative,0.7111628,0.7111628,0.2743906,0.0144465985
33905,,2,"My wife uses Premium the old version to see well. It was my turn to buy Premium package for a lifetime on the new village. First: Self -recording software when starting a face lesson even though I have not clicked on the microphone. Monday: The pronunciation analysis part is how leprosy it is. Do not know who is standard yet. Tuesday: Whoever creates a learning route does not seem very standard, learns very inhibited, sometimes the lesson is very difficult, reading very quickly, many words cannot hear. I studied in parallel with Duolingo, I found Duolingo more fun. Elsa is bored.","my wife use premium the old version to see well. it be my turn to buy premium package for a lifetime on the new village. first self -recording software when start a face lesson even though i have not click on the microphone. monday the pronunciation analysis part be how leprosy it is. do not know who be standard yet. tuesday whoever create a learning route do not seem very standard, learns very inhibited, sometimes the lesson be very difficult, read very quickly, many word cannot hear. i study in parallel with duolingo, i find duolingo more fun. elsa be bored.",en,0.9202561974525452,"My wife uses Premium the old version to see well. It was my turn to buy Premium package for a lifetime on the new village. First: Self -recording software when starting a face lesson even though I have not clicked on the microphone. Monday: The pronunciation analysis part is how leprosy it is. Do not know who is standard yet. Tuesday: Whoever creates a learning route does not seem very standard, learns very inhibited, sometimes the lesson is very difficult, reading very quickly, many words cannot hear. I studied in parallel with Duolingo, I found Duolingo more fun. Elsa is bored.",negative,neutral,0.2975,neutral,0.7004575,0.15350543,0.7004575,0.14603707
33906,,2,Roleplay loads the sentence for a long time. Although the network is normal. Probably due to the leper app,roleplay load the sentence for a long time. although the network be normal. probably due to the leper app,en,0.8680000901222229,Roleplay loads the sentence for a long time. Although the network is normal. Probably due to the leper app,negative,neutral,0.0772,neutral,0.8270467,0.06073564,0.8270467,0.112217695
33907,,1,Because I have read my mouth and just catch it while I read it correctly,because i have read my mouth and just catch it while i read it correctly,en,0.9409021735191344,Because I have read my mouth and just catch it while I read it correctly,negative,neutral,0.0,neutral,0.7134909,0.032625318,0.7134909,0.25388378
33908,,4,"Sometimes errors, the machine does not read but escapes in and out. Looking forward to fixing errors soon","sometimes errors, the machine do not read but escape in and out. look forward to fix error soon",en,0.916554868221283,"Sometimes errors, the machine does not read but escapes in and out. Looking forward to fixing errors soon",neutral,negative,-0.7208,neutral,0.5439589,0.35043153,0.5439589,0.105609596
33909,,3,"Error of sound, in listening, sometimes not!","error of sound, in listening, sometimes not!",en,0.8226059675216675,"Error of sound, in listening, sometimes not!",neutral,negative,-0.4574,neutral,0.5729555,0.3774689,0.5729555,0.049575657
33910,,5,I think this application is also quite good but it takes a lot of money on a number of modules that I want to study hope that the publisher can hear this idea.,i think this application be also quite good but it take a lot of money on a number of module that i want to study hope that the publisher can hear this idea.,en,0.9725773334503174,I think this application is also quite good but it takes a lot of money on a number of modules that I want to study hope that the publisher can hear this idea.,positive,positive,0.7812,positive,0.92345244,0.009712815,0.06683473,0.92345244
33911,,4,Very good but sometimes read it correctly and then read it again,very good but sometimes read it correctly and then read it again,en,0.960394561290741,Very good but sometimes read it correctly and then read it again,neutral,neutral,0.2724,positive,0.882236,0.010861244,0.10690276,0.882236
33912,,1,"Everything requires loading, loading","everything require loading, load",en,0.6600804328918457,"Everything requires loading, loading",negative,neutral,0.0,neutral,0.7726016,0.14386421,0.7726016,0.08353409
33913,,3,The speed of reading the paragraph is too fast,the speed of read the paragraph be too fast,en,0.9082581996917723,The speed of reading the paragraph is too fast,neutral,neutral,0.0,neutral,0.5751777,0.3603228,0.5751777,0.06449947
33917,,2,"Buy 1 year Pre package, then update the package. How to get it back. Looking forward to receiving feedback.","buy 1 year pre package, then update the package. how to get it back. look forward to receive feedback.",en,0.9414591193199158,"Buy 1 year Pre package, then update the package. How to get it back. Looking forward to receiving feedback.",negative,neutral,0.0,neutral,0.65887815,0.012960439,0.65887815,0.32816142
33918,,4,Hopefully all the words to practice reading or listening practice will be translated into the mother's voice to give birth more.,hopefully all the word to practice reading or listen practice will be translate into the mother voice to give birth more.,en,0.9003027081489563,Hopefully all the words to practice reading or listening practice will be translated into the mother's voice to give birth more.,neutral,positive,0.4019,neutral,0.6086055,0.034731433,0.6086055,0.35666308
33919,,4,"App on Android is faulty, I cannot press the speaker icon to hear the pronunciation feedback, or log out. Thanks to the team fix the error","app on android be faulty, i cannot press the speaker icon to hear the pronunciation feedback, or log out. thanks to the team fix the error",en,0.8316870331764221,"App on Android is faulty, I cannot press the speaker icon to hear the pronunciation feedback, or log out. Thanks to the team fix the error",neutral,negative,-0.2732,negative,0.84941727,0.84941727,0.14130355,0.009279183
33920,,5,"Return the old Elsa to us. Hope Elsa can hear and adjust, the new version is too boring. The best one -of -the -counter analysis feature is removed ...","return the old elsa to us. hope elsa can hear and adjust, the new version be too boring. the best one -of -the -counter analysis feature be removed.",en,0.8530263900756836,"Return the old Elsa to us. Hope Elsa can hear and adjust, the new version is too boring. The best one -of -the -counter analysis feature is removed ...",positive,positive,0.7003,negative,0.666002,0.666002,0.28773504,0.046262953
33921,,4,I use this application and find it very ok,i use this application and find it very ok,en,0.965620458126068,I use this application and find it very ok,neutral,positive,0.3597,positive,0.9477096,0.0044476576,0.047842737,0.9477096
33922,,3,A lot of QC applications,a lot of qc application,en,0.9559563398361206,A lot of QC applications,neutral,neutral,0.0,neutral,0.84021366,0.07283446,0.84021366,0.08695193
33923,,1,Bad experience about the Pro package,bad experience about the pro package,en,0.7954168915748596,Bad experience about the Pro package,negative,negative,-0.5423,negative,0.907133,0.907133,0.08396057,0.008906444
33924,,1,My computer was shocked continuously,my computer be shock continuously,en,0.9611862301826476,My computer was shocked continuously,negative,negative,-0.3818,negative,0.64063,0.64063,0.30921286,0.05015716
33925,,5,Good app can be translated but also suggested,good app can be translate but also suggest,en,0.9546837210655212,Good app can be translated but also suggested,positive,neutral,0.2382,positive,0.7653875,0.017434226,0.21717829,0.7653875
33926,,5,Very top,very top,en,0.9921993017196656,Very top,positive,neutral,0.2716,neutral,0.36410806,0.03532372,0.36410806,0.6005682
33927,,1,"After the update, it was faulty, out of the chain lost, vl","after the update, it be faulty, out of the chain lost, vl",en,0.8132493495941162,"After the update, it was faulty, out of the chain lost, vl",negative,negative,-0.5574,negative,0.7678912,0.7678912,0.22236447,0.009744322
33928,,1,AP is often strabismus. Learning that boring. There is no bilingual part,ap be often strabismus. learn that boring. there be no bilingual part,en,0.8255763053894043,AP is often strabismus. Learning that boring. There is no bilingual part,negative,negative,-0.5423,negative,0.77413994,0.77413994,0.2128615,0.012998535
33929,,1,Reading so many times is still wrong,read so many time be still wrong,en,0.978531539440155,Reading so many times is still wrong,negative,negative,-0.4767,negative,0.7605781,0.7605781,0.22175448,0.017667448
33930,,1,Reading does not count,reading do not count,en,0.7381160259246826,Reading does not count,negative,neutral,0.0,neutral,0.6213236,0.3355561,0.6213236,0.043120362
33931,,4,K likes,k like,en,0.9563284516334534,K likes,neutral,positive,0.3612,neutral,0.72399205,0.1344516,0.72399205,0.14155632
