reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,en_content
84a2c083-61b1-45fe-8682-93b3be192d3f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ga ada translate ke bahasa Indonesia nya, inggris semua,ga ngerti, aplikasi lebih ke memperkuat cara mengucapkan bahasa inggris",4,2,7.8.9,2025-08-27 20:07:45,"Maaf atas ketidaknyamanannya. Terima kasih atas umpan balik Anda, akan kami sampaikan ke tim kami untuk pertimbangan lebih lanjut.",2025-08-27 20:50:35,7.8.9,"There is no translate to the Indonesian language, all English, don't understand, the application is more to strengthen how to pronounce English"
81e2d7dd-ce5d-462a-9c4c-7b7a4d19f4b9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,secara ulasan keseluruhanya bagus mulai dari materi & praktenya. untuk saat ini saya belum menemukan sesuatu yg salah. mungkin akan saya koreksi lagi nanti,4,2,7.8.7,2025-08-20 19:30:06,Terima kasih atas ulasannya! Sangat bagus mendengar bahwa Anda puas dengan materi dan praktiknya. Kami akan tetap memperbarui untuk memastikan pengalaman Anda tetap baik.,2025-08-20 20:11:10,7.8.7,The overall review is good starting from the material and practice. For now I haven't found something wrong. maybe I'll correct again later
489706ff-8459-4852-b04c-66c03609a76a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,untuk bagian materi pengucapannya sangat sulit sudah berulang kali di coba tetap aja fungsi fitur nya jelek,1,4,7.8.5,2025-07-19 08:26:20,"Pelanggan yang terhormat,

Kami dengan tulus meminta maaf atas ketidaknyamanan yang terjadi. Kami ingin membantu Anda menyelesaikan masalah ini. Mohon kirimkan tangkapan layar dan detail terkait ke support@elsanow.io.

Terima kasih dan semoga harimu menyenangkan!",2025-07-25 20:52:33,7.8.5,for the part of the pronunciation material is very difficult to have repeatedly tried to keep the function of the bad feature
af9ece9a-16d1-4fa9-8843-e9caa72f743c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya suka aplikasi ini. Saya kira Bahasa Inggris saya sudah bagus, ternyata pengucapan saya masih 70% benar, hahaha.",5,22,7.9.0,2025-08-29 09:45:40,"Terima kasih telah menggunakan aplikasi kami! Semangat terus untuk belajar, Anda pasti bisa mencapai 100% kebenaran dalam pengucapan Bahasa Inggris! 😄",2025-08-29 10:20:28,7.9.0,"I like this application. I think my English is good, it turns out that my pronunciation is still 70% true, hahaha."
98d624b3-14f4-44d2-9004-7374c14dadee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus untuk peningkatan bahasa walau masih kurang diberi petunjuk di awal,4,3,7.8.6,2025-08-14 19:02:31,Terima kasih telah memberikan ulasan! Kami akan segera memperbarui aplikasi dengan penjelasan yang lebih jelas di awal. Semoga Anda terus menikmati pengalaman belajar bahasa dengan aplikasi kami!,2025-08-14 19:25:14,7.8.6,good for increasing language even though it is still lacking instructions at the beginning
731d6624-cc7f-457c-9bf2-b582fd388a19,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,app yang bagus buat belajar b inggris langsung kasih bantuan agar kita improve,5,4,7.9.5,2025-09-24 19:55:02,Terima kasih telah memberikan ulasan. Senang mendengar bahwa Anda menikmati penggunaan aplikasi untuk belajar Bahasa Inggris!,2025-09-24 20:06:30,7.9.5,a good app for learning British B immediately give help so that we improve
c04a3f29-f827-48d3-92a0-6a038073702b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"good, semoga saya bisa lancar berbahasa Inggris dengan bantuan aplikasi ink",5,1,7.9.5,2025-09-22 11:21:12,Semoga Anda berhasil dalam belajar bahasa Inggris menggunakan aplikasi ini! Terus lakukan latihan dan jangan ragu untuk bertanya jika ada yang perlu diperjelas.,2025-09-22 11:50:12,7.9.5,"Good, I hope I can speak English smoothly with the help of the INK application"
2c6cb857-97ea-4e90-8658-5eea88bb4bc9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya sangat terbantu untuk belajar bahasa inggris Lebih Jauh,5,0,7.9.5,2025-09-29 17:06:56,"Kami senang Anda merasa terbantu dalam belajar bahasa Inggris! Jika Anda memiliki saran atau masukan lebih lanjut, kami siap menerimanya.",2025-09-29 17:50:24,7.9.5,I am very helped to learn English further
06579909-e2f9-4850-bb79-19f626b5ab86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sebenarnya sudah sangat bagus, namun sayang biaya premium terlalu mahal, sehingga menurutku untuk orang-orang yg benar benar ingin belajar bahasa inggris dengan baik namun tidak memiliki uang bisa pakai aplikasi ini jika lebih murah (lebih baik gratis)",3,37,7.7.8,2025-04-30 18:25:28,,,7.7.8,"Actually it is very good, but unfortunately premium costs are too expensive, so in my opinion for people who really want to learn English well but do not have money can use this application if it is cheaper (better free)"
3b79f902-3cb5-42c9-8176-e5d51e7c9a55,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gila apk ini bagus dan engebantu banget buat kalian yang mau belajar bahasa Inggris download apk ini aja,5,0,7.9.5,2025-09-30 09:19:48,Terima kasih atas ulasannya! Kami senang Anda menemukan aplikasi kami bermanfaat untuk belajar bahasa Inggris. Semoga terus sukses dalam belajar!,2025-09-30 09:35:29,7.9.5,crazy apk is good and really helps for those of you who want to learn English just download this apk
394163d6-7f58-47ff-af7b-6ab720bf90e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu untuk speaking di era yg sekarang lebih mementingkan bermain daripada belajar:),5,4,7.8.4,2025-07-24 10:49:00,"Terima kasih Anggun Anwar, kami senang mendengar bahwa aplikasi kami dapat membantu Anda dalam berbicara. Semoga Anda tetap semangat dalam belajar!",2025-07-24 11:05:46,7.8.4,very helpful for speaking in an era that is now more concerned with playing than learning :)
cc578ab5-1b37-457f-8566-e96af39b4cb3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi jelek. masa harus premium semua? kan bisa gak harus premium. semuanya satupun gak bisa kebuka.,1,9,7.8.5,2025-07-23 18:41:17,"Hello, We'd love to help you solve the issue. Could you please contact us via support@elsanow.io? Thank you and have a wonderful day!",2025-09-12 16:27:22,7.8.5,bad application. Do you have to premium all? You can't have to be premium. Everything can't open.
37e56192-98f7-4837-9199-759540aaee5d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sy baru saja mengupgrade applikasi sy ke premium, sy harap applikasi ini membantu saya belajar bahasa inggris dengan baik 🤗🥰",5,8,7.8.6,2025-07-31 18:32:02,Semoga Anda menikmati fitur premium kami dan bisa belajar bahasa Inggris dengan lebih baik! Terima kasih telah upgrade aplikasinya 🌟📚,2025-07-31 18:35:25,7.8.6,"I just upgraded my application to premium, I hope this application helps me learn English well 🤗🥰"
0e17615c-edfd-43cc-978b-756525785d04,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya baru saja mendowloadnya semoga saya dibantu untuk bisa belajar bahasa inggris dengan lancar .,5,9,7.8.7,2025-08-10 12:57:36,Semoga aplikasi ini membantu Anda belajar bahasa Inggris dengan lancar! Jangan ragu untuk menghubungi kami jika ada yang bisa kami bantu. Terima kasih sudah mendownload!,2025-08-10 13:20:20,7.8.7,"I just downloaded it, hopefully I will be helped to be able to learn English smoothly."
6a9792e6-7aa3-4eec-92e5-5afd11291563,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Membantu banget untuk meningkatkan pronounciation dan speaking skill,5,2,7.8.7,2025-08-23 06:42:44,Senang mendengarnya! Semoga terus memperbaiki kemampuan berbicara dan berbicara dengan lancar. Terima kasih telah menggunakan aplikasi kami!,2025-08-23 07:25:41,7.8.7,Really helps to increase pronunciation and speaking skills
98954206-76a9-479c-bc60-6b10ce8166b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi yang bagus buat meningkatkn skill bahasa inggris,5,7,7.8.6,2025-08-06 08:45:53,Terima kasih Mawar! Senang mendengar bahwa aplikasi kami membantu meningkatkan keterampilan bahasa Inggris Anda. Semoga Anda terus menikmati pengalaman belajar dengan kami!,2025-08-06 08:50:45,7.8.6,good application for increasing English skills
71917029-6be9-4b14-a45f-d76d74bd24e9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasinya sebenarnya bagus. cuma sering suka lemot..,4,0,7.9.5,2025-09-23 05:36:44,Maaf atas pengalaman Anda. Kami akan terus berupaya meningkatkan kinerja aplikasi agar lebih responsif. Terima kasih atas masukan Anda.,2025-09-23 05:51:56,7.9.5,The application is actually good. just often like slow ..
838f9046-be5d-43bf-9beb-bd46d5a46aeb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku udh GK bisa main aplikasi ini lagi soalnya harus premium pokoknya semua fiturnya harus premium kalian cuma bisa mainnin sekitar 5-10 pelajaran doang klau udh kalian GK bisa main lagii harus premium pokoknya gak bgt sihhhhh,1,17,7.8.2,2025-07-06 16:26:10,"Hi beloved learner,
Thanks for your feedback! We understand pricing is important, and we’re always reviewing how we can deliver the best value. While some features are premium, we also offer two free lessons per day, which many users find helpful. Your feedback helps us shape future plans!",2025-07-09 16:18:54,7.8.2,"I can't play this application again because I have to premium all the features, you have to premium you can only play around 5-10 lessons if you can't play anymore, you have to premium anyway"
d6890006-7f97-4469-99de-9be39822fe2a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya tidak sengaja berlangganan dan langsung meminta pengembalian dana tapi tidak di setujui alias tidak ada pengembalian dana. padahal di aplikasi lain bisa!! mohon sistemnya di perbaiki lagi kedepannya karena sangat merugikan para pengguna yang masih awam, bisa sangat menjebak!!",1,8,7.7.8,2025-05-28 23:33:06,"Hello Delvi Kamasih, We'd love to help you solve the issue. Could you please contact us via support@elsanow.io? Thank you and have a wonderful day!",2025-06-05 16:48:53,7.7.8,"I accidentally subscribed and immediately asked for a refund but was not approved alias there was no refund. even though in other applications can !! Please repair the system in the future because it is very detrimental to users who are still lay, can be very trapping !!"
e123a6fc-924d-4514-ade5-3e058abee13b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"penerimaan speaker untuk ucapan ngaco banget, padahal pakai aplikasi lain yang sama-sama buat belajar itu bisa menangkap pengucapanku tanpa ngaco. serius merasakan kayak rugi gitu sudah berlangganan. hiks",2,6,7.8.0,2025-05-30 20:25:32,"Pelanggan yang terhormat,

Kami dengan tulus meminta maaf atas ketidaknyamanan yang terjadi. Kami ingin membantu Anda menyelesaikan masalah ini. Mohon kirimkan tangkapan layar dan detail terkait ke support@elsanow.io.

Terima kasih dan semoga harimu menyenangkan!",2025-06-05 16:44:39,7.8.0,"Receipts of speakers for really awesome speech, even though using other applications that are both for learning can capture my pronunciation without awesome. Seriously feel like a loss like that already subscribed. sob"
13e95ff8-c304-4eee-bb36-7903bb356512,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya membeli langganan pro 1 tahun sebelum apk di upgrade tp stlh di upgrade langganan sy malah hilang dan di suruh beli lagi, pdhl tagihan berikutnya tggl 22 feb 2026 dan masih terhubung dgn email saya. Berarti langganan saya hilang gjls. tolong ini gmn yaa, saya nya jd rugi lho",2,0,7.8.1,2025-06-25 18:11:16,"Hai, pelajar terkasih,
Kami ingin sekali membantu Anda memecahkan masalah ini dan melanjutkan belajar dengan ELSA. Mohon kirimkan tanda terima pembayaran Anda ke support@elsanow.io atau dukungan obrolan langsung di https://elsaspeak.com/en/contact/? Terima kasih banyak, dan semoga hari Anda menyenangkan!",2025-06-27 10:47:30,7.8.1,"I bought a pro -year -old subscription before the APK was upgraded but after I was upgraded my subscription was even lost and was told to buy it again, the next bill was the 22nd Feb 2026 and was still connected to my email. Means that my subscription is lost GJLS. please, how do I have a loss"
0ec4d76c-91bd-44a2-b458-578a8efcc0ce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Penurunan kualitas konten dan fitur. Sekarang tidak ada games, video tutorial, menu peningkatan kemampuan secara spesifik dan lain sebagainya banyak konten dan fitur yang dihilangkan. elsa yg sekarang hanya sebatas topik, latihan harian, chat AI serta konten dan fiturnya sedikit.",1,10,7.7.8,2025-05-06 17:16:24,"Hello Daud Fadlika,
Thank you for your thoughtful idea & we are very happy to take your feedback into consideration for future improvement. We assure you that this new version is filled with advanced AI features designed to transform your English learning and practicing experience. For more detail, please contact us at support@elsanow.io",2025-05-10 12:23:33,7.7.8,"Decreased quality of content and features. Now there are no games, video tutorials, specific capability improvement menus and so on, a lot of content and features are eliminated. Elsa is now only a topic, daily training, chat and content and features are few."
d9793340-4bb6-4461-b25c-ac1030e1581a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi yang bagus untuk pemula dan intermediate..,5,7,7.8.9,2025-08-24 15:36:39,Terima kasih telah menggunakan aplikasi kami! Semangat untuk perjalanan belajar Anda dalam dunia ini.,2025-08-24 16:20:19,7.8.9,good application for beginners and intermediates ..
c8dd0cd0-6c6b-46a6-a0f0-73fb0ff0858f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ap nya bagus banget buat aku yang lagi belajar bahasa inggris 😍,5,6,7.9.1,2025-09-11 05:00:54,Terima kasih telah memberikan ulasan yang baik! Semoga terus mengembangkan kemampuan bahasa Inggrismu dengan aplikasi ini. 😊🌟,2025-09-11 05:09:14,7.9.1,The AP is really good for me who is learning English
e22a1d61-cdbb-4e19-95b5-270c68e00484,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu dalam memperbaiki bahasa inggris,5,0,7.8.6,2025-08-08 07:22:14,Terima kasih atas ulasan Anda! Kami senang mendengar bahwa aplikasi kami membantu Anda dalam memperbaiki bahasa Inggris Anda. Semoga Anda terus menggunakan aplikasi kami dengan manfaat.,2025-08-08 08:06:27,7.8.6,very helpful in improving English
8c9478a8-31d9-4778-ac5a-9c2a1ce2eebc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus untuk belajar bahasa inggris dimana saja,5,0,7.9.1,2025-09-05 20:06:16,Terima kasih telah memberikan ulasan yang bagus! Semoga aplikasi kami terus membantu Anda belajar bahasa Inggris dengan baik.,2025-09-05 20:55:15,7.9.1,good for learning English anywhere
4ad0cb61-f3bf-4bbf-8e1b-09c1dcd57430,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bentuk latihan bahasa Inggris,5,0,7.9.1,2025-09-12 18:19:31,Terima kasih atas ulasannya! Senang mendengar Anda menikmati latihan bahasa Inggris dalam aplikasi kami. Semoga terus membantu Anda belajar dengan baik! 🥑,2025-09-12 18:35:24,7.9.1,good form of English training
5f934e97-4f41-4b6e-967f-65c9f9096fa6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus, jadi pd buat speaking in english nya",5,0,7.8.6,2025-08-07 20:12:40,Terima kasih banyak atas penilaian positif Anda! Semoga aplikasinya terus membantu Anda dalam berbicara bahasa Inggris dengan lancar.,2025-08-07 20:50:18,7.8.6,"good, so for speaking in english"
