reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,en_content
4ae29e07-9d95-4fc2-87ac-29114047d301,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very Bad no free انصح بعدم تنزيله للاسف غير مجاني وبيطلب منك فلوس كتير انا مستفدش بأي حاجه ومسحته,1,3,7.9.0,2025-08-30 14:38:08,"Hi beloved learner,
We apologize that you're experiencing this issue. We’d love to assist you quickly. Could you share more details (e.g., your account information) at support@elsanow.io or via our live chat channel at https://elsaspeak.com/en/contact/? Thanks so much for your help in making things better!",2025-08-30 14:55:28,7.9.0,Vry back no free I advise not to download it unfortunately not free and ask you a lot.
8dc18743-b1d5-4942-a03f-7afa157972d4,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,برنامج ممتع يدرسك حسب المسار الذي تختاره وفق خطة دراسيه معينة,5,1,7.8.6,2025-08-05 17:04:03,شكرًا جزيلاً على رأيك الجميل! نحن سعداء بأنك تستمتع بتجربة التعلم معنا.,2025-08-05 17:50:22,7.8.6,An interesting program that studies you according to the path you choose according to a specific study plan
d023e68a-1a02-4eed-9264-e52d17a5a056,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,تطبيق احسن من رائع أحببته روعة روعة حبييييييت ولكن إذا كان مجانا سيكون احسن احسن تطبيق يعلم اللغة في العالم او الكون بصفة عااامة أحببته 💗💗,4,130,7.7.7,2025-04-26 04:31:42,,,7.7.7,"The best application than wonderful, I loved the splendor of my love, but if it is for free, it will be the best application that teaches the language in the world or the universe in general I loved it 💗💗"
1a217561-e1a2-4737-b548-2f07a6e11e69,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,التطبيق رائع حقا لكن من الأفضلية لك الإشتراك فيه....,4,0,7.9.4,2025-09-18 23:54:14,شكرًا على تقييمك الإيجابي! سنقوم بتقديم ملاحظتك للفريق المعني للنظر فيها.,2025-09-19 00:36:45,7.9.4,"The app is really cool, but it is preferable to subscribe to it ...."
b05115cd-a444-4af6-8319-56cdf28a5e0a,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,تطبيق وحش جدا لا يستحق ولا نجمه حتى كل حاجه مقفوله لازم باشتراك و يعمل كمان ب نت لا انصح بتحميل هذا التطبيق,1,0,7.8.1,2025-06-12 16:40:15,مرحباً أيها المتعلم العزيز، شكرًا لملاحظاتك! نتفهم أهمية التسعير، ونسعى دائمًا لمراجعة كيفية تقديم أفضل قيمة. بعض الميزات مدفوعة، لكننا نقدم أيضًا درسين مجانيين يوميًا، وهو أمر مفيد للعديد من المستخدمين. ملاحظاتك تساعدنا في وضع خططنا المستقبلية!,2025-06-13 00:42:06,7.8.1,"A very monster application is not worth it or a star, even every need is closed with a subscription and also works in Net. I do not recommend downloading this application"
f647c357-8bd4-4dd1-8b43-ed2a73011f1b,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,للاسف تطبيق عالمي وجميل لكن ليس مجاني والأشياء المجانيه لا تكاد تذكر وليست مؤثره كثيرا,4,154,7.8.0,2025-06-02 21:16:55,,,7.8.0,"Unfortunately, a universal and beautiful application, but not free, and free things are almost remembered and not much influencing"
eb32ceb1-1c6b-4505-a852-0528543dd293,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,التطبيق مرة ممتاز ساعدني على تعلم اللغة الإنجليزية بسرعة وسهوله,5,25,7.8.3,2025-07-17 02:19:32,شكرًا جزيلاً لتقديرك وسعدنا أن تكون استفدت من تجربتك مع التطبيق في تعلم اللغة الإنجليزية بسرعة وسهولة.,2025-07-17 02:50:19,7.8.3,The app is an excellent time. Help me learn English quickly and easily
1fa8de36-4e40-422b-9d3a-f72d9d8b3134,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,تطبيق مميز بس للاسف مدفوع وجزء بسيط مجاني,5,7,7.8.3,2025-07-07 02:48:25,شكراً لتقييمك! نحن سعداء بأنك تجد التطبيق مميزًا. نعم فعلاً هناك جزء مدفوع لكن نحن نقدر تفهمك ونأمل أن يكون التطبيق مفيدًا لك في المستقبل.,2025-07-07 03:35:32,7.8.3,"A distinctive application, but unfortunately, paid and a simple free part"
09936175-0c9c-44e2-867f-bfc3f82cfae8,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,أحسن تطبيق لتعلم التحدث ❤❤💖,5,1,7.9.0,2025-09-03 17:26:11,شكرًا جزيلاً لك على تقديرك الرائع! نحن سعداء جدًا لمعرفة أنك تجد التطبيق مفيدًا لتعلم التحدث.,2025-09-03 17:55:15,7.9.0,The best application to learn to speak ❤❤💖
c01e88a0-2c38-49b7-9d10-b1a58f4eed52,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,اتمنى إضافة نسخة مجانية بدون تحديد,4,2,7.9.0,2025-09-03 18:59:15,شكرًا على اقتراحك، سأمرر طلبك للفريق المعني للنظر فيه.,2025-09-03 19:25:18,7.9.0,I hope to add a free version without specification
f393fff7-97ae-4027-9540-e2b90ff08601,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ممتاز لتحسين النطق,5,0,7.8.7,2025-08-25 10:54:30,شكرًا لاستخدام التطبيق ونشكر تقييمك الإيجابي، سنواصل العمل على تحسين تجربتك مع التطبيق.,2025-08-25 11:06:16,7.8.7,Excellent to improve speech
087582b4-04e8-4cfa-916d-07fbd1554fd8,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ما رضي يفتح معي ليش . يظهر لي الروبوت وما يفتتح كيف افتحه,2,1,7.8.7,2025-08-14 15:49:45,"Hello, We'd love to help you solve the issue. Could you please contact us via support@elsanow.io? Thank you and have a wonderful day!",2025-09-12 16:21:34,7.8.7,Why does it open with me why. The robot appears to me and what opens how to open it
e456af1d-27db-45f6-bdd1-e4807e9baeb7,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,تعلم رائع وشيق جدا للانجليزية وممتع بأسلوب سهل ومحفز,5,19,7.7.8,2025-05-15 02:54:49,,,7.7.8,Wonderful and very interesting learning for English and enjoyable in an easy and motivated style
bcc83a8e-578e-46c5-bcb0-d756078a5792,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,حلو جدا حتى بالنسخه التجريبيه المجانيه بالنسبه لي كافي جدا درسين في اليوم او درس حتى في اليوم انا رايي ان هو تحفه جدا وبيقول لك تراي فور فري كمان يعني حاجه كده جامده جدا فبصراحه انا عجبني جدا جدا جدا وكمان بيحسن مراته وبيديك معلومات كويسه جدا جدا جدا جدا بصراحه ممتاز جدا💯💯💯💯💯❤️❤️❤️❤️,5,13,7.8.2,2025-07-03 01:58:04,شكرًا جزيلاً لرأيك الرائع! نحن سعداء لمعرفة أنك استمتعت بتجربة التطبيق واستفدت منه في دروسك اليومية. نحن نعمل دائمًا على تحسين التطبيق لتقديم أفضل تجربة تعليمية لك. شكرًا على تقديرك الكبير ونتمنى لك النجاح في دراستك! ❤️🌟,2025-07-03 02:05:39,7.8.2,"Very sweet, even with free experimental copies, for me, very sufficient to study a day or a lesson even a day."
7809bb0a-ee2b-4a67-a20c-be1ad8c71a74,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,تطبيق رائع وجداً مفيد شكراً لكل من صنعه,5,0,7.9.0,2025-09-04 21:13:00,نحن سعداء لسماع أنك تجد التطبيق مفيدًا، نحن دائماً هنا لمساعدتك.,2025-09-04 21:40:22,7.9.0,"Wonderful and useful application, thanks to everyone who made it"
7d25b5e3-107c-4122-a43c-3f0f10cd9545,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,سيء جداً...طريقة التعليم غبية لا أنصح به,1,1,7.8.6,2025-07-26 22:11:47,"Hi beloved learner,
We regret to hear that you are unsatisfied with ELSA. We would appreciate it if you could leave us a message via support@elsanow.io or live chat support at https://elsaspeak.com/en/contact/, and we will look into it at the earliest!",2025-08-07 17:50:07,7.8.6,Very bad ... the method of education is stupid and I do not recommend it
a88360bb-4614-4dab-844a-00bfc755f507,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,انه جميل جدا يمكنك ان تحفظ منه يمكنك ان تلفظ بالنسبه للذين يعانون من اللفظ هذا هو حلكم المناسب لقد لاقينا لكم الحل وشكرا على متطورين هذا التطبيق اشكركم جدا جدا جدا,5,0,,2025-09-06 03:31:15,نحن سعداء لسماع ذلك! سنقوم بتوصيل تقديرك لفريق العمل لدينا ونتمنى لك تجربة مستمرة ممتعة.,2025-09-06 03:40:20,,It is very beautiful that you can save from it
e20ee024-15c3-43cd-8918-9155a6085f7b,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,سيء جدا يتوقف دائما,1,1,7.8.4,2025-07-11 23:45:34,"Thanks for bringing this to our attention! If you're experiencing audio or recording issues, please ensure you’ve updated to the latest version and have a stable internet connection. If the problem persists, don’t hesitate to contact us via support@elsannow.io or the live chat at elsaspeak.com/en/contact/ so we can look into it further.",2025-09-11 11:21:04,7.8.4,Very bad always stops
d54ca4d1-901b-406b-a06f-a4e5be344e43,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,رائع جداً 🤩 يمكنك من التحدث بالانكليزية بمواقف عدة وكأنك تعيش هذا الموقف فعليا وهذا طبعا ينمي مهارة اللغة الانكليزية لديك بشكل رائع 👌🏻 . ولكن: ليس مجاني 😐 فقط اول تجربة مجانية والباقي عليك الدفع 💵,3,24,,2024-06-13 19:10:00,,,,Very cool 🤩 You can speak English with several situations as if you actually live this situation and this of course develops your English skill in a wonderful way 👌🏻. But: Not free 😐 only the first free experience and the rest you have to pay 💵
15c14da6-9248-4040-8bd9-a9ddc1489796,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,لا بأس به.. لكن حتى إذا نطقت الكلمة بشكل خاطئ* ولقد تعمدت ذلك لأن شخص ذكر ذلك في التعليقات* يحتسبها صحيحة🤦 وهذا خطأ فادح في التطبيق أرجو أن يعمل المطورين عليه.. الشيء الذي سأضطر لحذف التطبيق لأجله هو أن اللكنة أمريكية وأنا أتكلم البريطانية وأفضلها.. عموماً شكراً على جهودكم🖤,3,59,5.4.1,2019-10-25 05:54:14,"Hi, Duaa, thanks for your review! Could you please share more about this issue with us by contacting us at support@elsanow.io? We regret to inform you that as of now, Elsa will only be focusing on teaching the American accent. However, we do not rule out the possibility of adding this feature in the future. Thank you for your understanding!",2019-10-25 10:47:18,5.4.1,There is nothing wrong with it .. But even if the word is uttered wrongly* I have intentionally because a person mentioned this in the comments* Calculate it correctly 🤦 This is a fatal mistake in the application I hope that the developers will work on it .. The thing that I will have to delete the application for which is that the accent is American and I speak British and the best .. Generally thank you for your efforts
ec32bece-8610-4f7c-a6d3-16d7c4c39880,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,تطبيق رائع ، أرجو أن يكون مجاني ، أنا بحاجة لمثل هكذا تطبيق ، يمكن الاعتماد على الإعلانات بدل الدفع بالأموال ، أرجو أن تنظروا مليا في هذه المسألة و تدرسوها جديا، هناك طلبة لا يستطيعون الدفع. شكرا و بالتوفيق.,4,1102,6.3.1,2021-06-08 23:31:30,,,6.3.1,"Wonderful application, I hope it is free, I need such an application, you can rely on ads instead of paying money, I hope you look carefully about this issue and study it seriously, there are students who cannot pay. Thanks and good luck."
98a3ec7b-dbce-4493-8277-77abe067bb81,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,لم استطيع الدخول لانه يطلب مبلغ ،،أو حجز مبلغ لمدة ٧ ايام ،،ولكن بسبب الاحتيالات والنصب للوصول إلى بطاقة الفيزا ،،لهذا يجب اعطائنا ٧ ايام مجانيه دون توثيق الفيزا ،،اعلم جيدا انه لا يتم الخصم ،،الا بعد ٧ ايام ،،ولكن في هذه الحالة انا لا استطيع ان اثق بكم واعتذر عن ذلك ،،ارجو النظر في الموضوع .,1,53,,2022-10-15 14:13:39,,,,"I could not enter because he requests an amount ,, or reserve an amount for 7 days, but because of the fraud and fraud to reach the visa card ,, for this you must give us 7 free days without documenting the visa ,, I know very well that the opponent is not done, except after 7 days, but in this case I cannot trust you and I apologize for that ,, please look at the topic."
4cef04b6-c083-4929-a4a4-4b0201cc7d99,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,رائع💓 لكن كان افضل لو توفر الشرح باللغة العربية بعض الكلمات لا أستطيع فهمها و ايضا التطبيق غير مفهوم لا اعرف ترتيب الدروس و كيف أبدا😢 . رغم هذا فيه ميزات مذهلة انصح بتنزيله 🤗🌺☺️✨,5,143,7.0.9,2023-05-29 03:48:26,,,7.0.9,"Wonderful, but it was better if the explanation in Arabic provides some words I could not understand and also the application is incomprehensible. I do not know the arrangement of lessons and how never. Despite this, it contains amazing features, I recommend it to download 🤗🌺☺️✨"
aac97be8-ac78-4e0f-9bae-fbd4e5a39b36,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,بصراحه التطبق ممتاز جدا فيه كثير من الأشياء التي كنا غافلين عنها وهي مشكلة النطق والله انه مع كثرة الممارسه يوميا اكيد راح يكون نطقك سريع مثل الاجانب .ولا فيه عيب مو الكل يقدر يشترك لو كان مجاني كان افضل .....,5,168,6.4.8,2021-10-09 07:22:44,,,6.4.8,"Frankly, the application is very excellent, in which there are many things that we were unaware of, which is the problem of pronunciation. By God, it is with the large number of practicing daily, it will be a quick pronunciation like foreigners."
0758560f-fe1d-40c1-9f65-dc68d3c17796,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,نجمة واحدة كافية، لان التطبيق لم يضع العربية ضمن ال 9 لغات في واجهة استخدامه، وكأنها لغة غير معتبرة، او لا يريد من ناطقي العربية التعلم خلاله... شكرا elsa.,1,318,6.3.9,2021-11-20 09:53:28,,,6.3.9,"One star is sufficient, because the application did not put Arabic within the 9 languages ​​in the interface of its use, as if it were an uncompromising language, or does not want the Arabic bombers to learn during it ... Thank you Elsa."
904be97d-278d-491d-9b31-1e92aec4a332,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,جميل جدا أحببته جدا,5,0,7.9.4,2025-09-27 13:24:33,شكرًا جزيلاً على تقديرك الجميل! نحن سعداء جدًا أنك استمتعت بالتجربة.,2025-09-27 14:05:49,7.9.4,Very beautiful I loved it very much
2b50af60-ea9f-41d7-9ca2-2d470e94f05f,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,تجربة وحشة اوووووي 👎 دايما عايز premium 👎 و انا لو ضعيفة في اللغة مكنتش هفهم حاجة حتي مفيش ترجمة للكلام او الصور او الطلبات اللي بيقولها 👎👎 و الله ما يستهلش حتي نجمة لكن لازم علشان أشارك تعليقي 👎👎,1,0,,2025-07-04 01:48:38,"Hi beloved learner,
Thank you for suggesting this! We’ve shared it with our product team. While we can’t guarantee a timeline, we’re always listening to our users when planning improvements.",2025-07-09 16:08:05,,"The experience of the monster Ooooooi 👎 I always want to premium 👎 and if I am weak in the language, I wouldn't have a need for a translation of words, pictures or requests that he says 👎👎 And God does not start even a star, but I must share my comment 👎👎"
e2dc2556-5415-45da-863a-933663b5bd28,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ما شاء الله تطبيق رائع وممتاز رغم أني إستخدمته دون إشتراك ولم أجرب كل مميزاته إلا أنه ممتاز حقا وسيعادك على تعلم وتطوير الإنجليزية أياً كان مستواك أنصح من يريد ذلك بالاشتراك والاستفادة من هذا التطبيق الرائع,5,91,7.7.0,2025-01-24 16:56:23,,,7.7.0,"God willing, a wonderful and excellent application, although I used it without subscription and I did not try all its advantages, but it is really excellent and it will return you to learn and develop English, whatever your level. I advise those who want this to subscribe and benefit from this wonderful application"
a06768dd-b42e-42fd-9612-f2c6d10dc95f,مستخدم Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,افضل تطبيق بعد ديلنجو هذا التطبيق محترف جدا، يساعدك على تحسين لهجتك ونطقك بشكل كبيررر طبعا لمن يحبون تعلم اللهجة الأمريكية . ولكنه يعطيك مهام محدودة بالنسبة للمجاني لانه تطبيق مسبوق الدفع ويستاهل بصراحة لانه من ضمن مميزاته انك تستطيع أن تتعلم من خلال المحادثة مباشرة بشكل منفرد للمعلمين .,5,9,,2022-10-15 05:41:16,,,,"The best application after Deligo This application is very professional, helps you to improve your accent and pronounce you greatly, of course, for those who love to learn the American dialect. But it gives you limited tasks for Al -Magani because it is a precedent application and it deserves frankly because it is among its advantages that you can learn through the conversation directly to the teachers."
